catalog_position,title,author,year_published,genre,section,total_copies,times_borrowed,last_borrowed_date,rating,ratings_count,price,language,page_count,dimensions_width,dimensions_thickness,dimensions_height,catalog_shelf,catalog_row,catalog_row_number
A4-B1-0030,Much ado about Peter,Jean Webster,1909,,,4,1,12/1/2024,4.13,1,,en,340,7,1.24,8.72,A4,B1,30
A4-B1-0031,Chilton's repair and tune-up guide,The Nichols/Chilton Editors,1970,Technology & Engineering,Reference,5,1,11/18/2024,,,25.99,en,350,6.35,0.17,8.01,A4,B1,31
A4-B1-0032,The Queen of Hearts,Wilkie Collins,1859,Crime/Thriller,Fiction,4,7,9/1/2024,4.34,5,2.99,en,48,6.64,0.52,8.01,A4,B1,32
A4-B1-0033,The Raven,Edgar Allan Poe,1845,Poetry,Young Adult (YA),4,25,9/1/2024,4.89,17,20.68,en,254,5.93,0.87,8.26,A4,B1,33
A4-B1-0034,The Creative Habit: Learn It and Use It for Life,Twyla Tharp,2003,Self-Help,Non-Fiction,9,1,10/12/2024,,,12.29,en,4,7,0.6,9,A4,B1,34
A4-B1-0035,Love Insurance,Earl Derr Biggers,1914,Comedy,Fiction,6,4,4/18/2024,4.37,3,1.99,en,324,5.48,1.31,8.95,A4,B1,35
A4-B1-0036,The Merry Wives of Windsor,William Shakespeare,1602,Comedy,Fiction,6,2,10/2/2024,4.17,2,7.99,en,160,5.15,0.75,7.75,A4,B1,36
A4-B1-0037,Clouds of Witness,Dorothy L. Sayers,1926,Crime/Thriller,Fiction,4,2,3/18/2024,5,1,15.88,en,228,5.25,0.61,8,A4,B1,37
A4-B1-0038,Georgica,Publius Vergilius Maro,1523,Poetry,Humanities,6,2,10/13/2024,,,,en,588,5.43,2.06,8.8,A4,B1,38
A4-B1-0039,Rise of the Rocket Girls, Nathalia Holt,2016,Biography & Autobiography,Non-Fiction,3,20,12/29/2024,4.45,14,11.12,en,338,5.74,0.13,7.61,A4,B1,39
A4-B1-0040,Gone Girl,Gillian Flynn,2012,Crime/Thriller,Fiction,6,1165,7/17/2024,4.12,1649,2.99,en,432,6.16,0.4,7.63,A4,B1,40
A4-B1-0041,La Dame aux Camélias,Alexandre Dumas fils,1848,Romance,Fiction,7,3,5/18/2024,4.33,2,12.95,en,256,5.5,0.2,8.25,A4,B1,41
A4-B1-0042,The Good Soldier,Ford Madox Ford,1915,Drama,Fiction,5,2,3/21/2024,4.04,2,7.99,en,321,4.72,0.39,7.68,A4,B1,42
A4-B1-0043,Como agua para chocolate,Laura Esquivel,1989,Romance,Fiction,4,77,1/15/2025,4.75,54,11.3,es,222,5.2,0.55,8,A4,B1,43
A4-B1-0044,Western Civilization,Thomas F. X. Noble,1997,History,Non-Fiction,4,2,11/7/2024,,,109.99,en,880,8.25,0.75,10.5,A4,B1,44
A4-B1-0045,The Martian,Andy Weir,2011,Science Fiction,Fiction,6,1396,12/13/2024,4.79,1753,0.99,en,369,4.92,0.16,8.71,A4,B1,45
A4-B1-0046,Bacchae,Euripides,1821,Drama,Humanities,5,1,3/22/2024,4.72,1,11.69,en,366,5.04,0.97,7.74,A4,B1,46
A4-B1-0047,Voyage Out,Virginia Woolf,1915,Romance,Fiction,7,2,6/5/2024,3.95,1,1.99,en,208,6.03,1,9.17,A4,B1,47
A4-B1-0048,The Creative's Guide to Starting a Business,Danny Iny,2014,,,,6,9/25/2024,4.48,5,0.99,en,260,5.7,0.4,8.59,A4,B1,48
A4-B1-0049,The Subtle Knife,Philip Pullman,1997,Fantasy,Young Adult (YA),5,69,12/11/2024,4.52,47,0.99,en,376,5.89,1.39,7.83,A4,B1,49
A4-B1-0050,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2010,Biography & Autobiography,Non-Fiction,8,453,4/8/2024,4.73,335,0.99,en,473,6.79,0.28,6.2,A4,B1,50
A4-B1-0051,"The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,2014,Biography & Autobiography,Non-Fiction,3,77,6/19/2024,4.54,58,0.99,en,560,6.38,1.94,8.2,A4,B1,51
A4-B1-0052,Further chronicles of Avonlea,Lucy Maud Montgomery,1920,Drama,Children's Fiction,5,2,8/22/2024,4.33,1,12.99,en,180,5.38,0.55,6.91,A4,B1,52
A4-B1-0053,The Professor,Charlotte Brontë,1856,Novels,Fiction,6,6,5/3/2024,4.42,4,7.99,en,732,6.19,2.39,8.51,A4,B1,53
A4-B1-0054,The Lost World,Arthur Conan Doyle,1900,Science Fiction,Children,8,71,12/1/2024,4.48,53,5.7,en,60,6,0.58,9,A4,B1,54
A4-B1-0055,Caesar and Cleopatra,George Bernard Shaw,1900,Drama,Fiction,5,2,6/18/2024,,,8.99,en,184,5.75,0.89,8.36,A4,B1,55
A4-B1-0056,Basil,Wilkie Collins,1852,Crime/Thriller,Fiction,6,4,2/15/2025,4.61,3,0.99,en,171,6.16,0.7,7.13,A4,B1,56
A4-B1-0057,Grey weather,John Buchan,1899,,,4,1,6/11/2024,,,15.99,en,786,6,2.72,6.99,A4,B1,57
A4-B1-0059,The Voyage of the Dawn Treader,C.S. Lewis,1952,Fantasy,Children,5,32,8/29/2024,4.79,19,6.29,en,196,5.12,0.51,7.62,A4,B1,59
A4-B1-0060,The Girl on the Train,Paula Hawkins,2015,Crime/Thriller,Fiction,,2064,2/19/2025,4.18,4939,8.86,en,336,6.18,0.4,7.22,A4,B1,60
A4-B1-0061,A Mind That Found Itself,Clifford Whittingham Beers,1908,Biography & Autobiography,Non-Fiction,5,5,6/5/2024,4.43,3,9.95,en,138,6,0.26,9,A4,B1,61
A4-B1-0062,The Prisoner of Zenda,Anthony Hope,1800,Adventure,Fiction,7,5,10/14/2024,4.12,4,11.95,en,346,6,0.38,9,A4,B1,62
A4-B1-0063,"Above the dark tumult, an adventure",Hugh Walpole,1931,Crime/Thriller,Fiction,5,1,9/2/2024,,,7.97,en,118,5.82,0.63,7.71,A4,B1,63
A4-B1-0064,Lettres philosophiques,Voltaire,1733,Philosophy,Humanities,4,1,5/22/2024,,,8.8,fr,338,6.19,1.13,6.57,A4,B1,64
A4-B1-0065,Dead Man's Folly,Agatha Christie,1956,Crime/Thriller,Fiction,5,1,10/31/2024,,,,en,196,6.45,0.79,6.96,A4,B1,65
A4-B1-0066,Adventures of Huckleberry Finn,Mark Twain,1876,Adventure,Fiction,10,3,6/19/2024,4.54,2,10.89,en,372,5.25,0.84,8,A4,B1,66
A4-B1-0067,What's wrong with the world,Gilbert Keith Chesterton,1910,History,Humanities,4,6,11/23/2024,4.35,4,1.99,en,184,5.2,1.1,8,A4,B1,67
A4-B1-0068,Max Ernst,Max Ernst,1956,Biography & Autobiography,Humanities,5,2,10/14/2024,4.71,2,20.94,en,392,8.07,0.59,11.02,A4,B1,68
A4-B1-0069,The Big Four,Agatha Christie,1927,Mystery,Fiction,5,1,5/5/2024,4.27,1,12.99,en,308,5.64,1.15,9.28,A4,B1,69
A4-B1-0070,American Film,American Film Institute,1975,History,Reference,4,3,12/8/2024,4.43,3,35.88,en,276,7.75,1.75,8.25,A4,B1,70
A4-B1-0071,Miss Julie,August Strindberg,1880,Drama,Humanities,4,1,8/6/2024,4.75,1,10.25,en,112,6.32,0.59,7.92,A4,B1,71
A4-B1-0072,Abbot's Ghost,Louisa May Alcott,2004,Crime/Thriller,Fiction,6,5,5/24/2024,4.53,4,5.49,en,99,5.42,0.41,7.98,A4,B1,72
A4-B1-0073,Murder on the Links,Agatha Christie,1923,Crime/Thriller,Fiction,6,2,8/25/2024,,,0.49,en,304,6.24,1.27,7.76,A4,B1,73
A4-B1-0074,Appointment with Death,Agatha Christie,1938,Crime/Thriller,Fiction,4,11,8/13/2024,4.46,8,15,en,344,6.17,1.36,7.89,A4,B1,74
A4-B1-0075,Bill,Canada. Legislature. Legislative Assembly.,2002,History,Non-Fiction,7,4,8/13/2024,,,35.72,en,654,5.98,0.04,9.02,A4,B1,75
A4-B1-0076,The maid-at-arms,Robert W. Chambers,1902,Historical Fiction,Fiction,5,8,8/2/2024,3.35,5,0.57,en,408,5.41,1.32,8.73,A4,B1,76
A4-B1-0077,Oecd Economic Surveys,Organisation for Economic Co-operation and Development,1980,Economics & Business,Non-Fiction,5,1,4/27/2024,,,53.07,en,150,8.25,0.31,11,A4,B1,77
A4-B1-0078,Eight cousins,Louisa May Alcott,1874,Drama,Children,7,4,3/21/2024,4.48,3,8.95,en,228,5.34,1.08,7.07,A4,B1,78
A4-B1-0079,In Cold Blood,Truman Capote,1709,Crime/Thriller,Non-Fiction,5,163,11/16/2024,4.55,112,9.99,en,436,5.13,0.75,7.96,A4,B1,79
A4-B1-0080,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,2005,Self-Help,Non-Fiction,6,131,11/18/2024,4.55,89,0.99,en,259,5.76,0.89,8.28,A4,B1,80
A4-B1-0081,The Handmaid's Tale,Margaret Atwood,1985,Dystopian,Fiction,5,2248,5/4/2024,4.38,1620,8.95,fr,311,5.18,0.7,7.95,A4,B1,81
A4-B2-0001,Die Blechtrommel,Günter Grass,1959,Historical Fiction,Fiction,5,4,9/6/2024,4.25,3,29.82,de,188,5.71,0.95,7.81,A4,B2,1
A4-B2-0002,At The Earth's Core And Out Of Time's Abyss,Edgar Rice Burroughs,1914,Science Fiction,Fiction,6,3,9/16/2024,4.26,2,0.99,en,220,6.65,1.06,8.11,A4,B2,2
A4-B2-0003,The Abbot,Sir Walter Scott,1800,History,Fiction,5,8,2/8/2025,3.68,8,28.95,en,256,5.68,0.87,8.37,A4,B2,3
A2-B4-0016,Christmas Carol,Charles Dickens,1843,Classics,Fiction,10,250,6/25/2024,4.75,184,7.25,en,114,5.88,0.74,6.86,A2,B4,16
A4-B2-0005,The Outsiders,S. E. Hinton,1967,Drama,Young Adult (YA),4,205,9/23/2024,4.73,144,9.85,en,194,5.38,0.62,8.25,A4,B2,5
A4-B2-0006,Eclipse,Stephenie Meyer,2006,Fantasy,Young Adult,5,270,3/10/2024,4.73,223,9.06,en,660,5.39,2.37,7.35,A4,B2,6
A4-B2-0007,Penrod and Sam,Booth Tarkington,1916,Comedy,Young Adult (YA),5,6,12/10/2024,5,4,9.99,en,285,6,0.59,9,A4,B2,7
A4-B2-0008,Alias Grace,Margaret Atwood,1996,Crime/Thriller,Fiction,4,64,12/29/2024,4.38,41,14.99,en,488,5,1.85,8.65,A4,B2,8
A4-B2-0009,Historia verdadera de la conquista de la Nueva España,Bernal Diaz del Castillo,1632,History,Non-Fiction,4,4,12/20/2024,4.44,3,0.99,es,368,5.4,0.5,8,A4,B2,9
A4-B2-0010,Gascoyne,Robert Michael Ballantyne,1800,Adventure,Children,5,9,9/8/2024,3.98,6,12.99,en,477,6.19,1.81,7.71,A4,B2,10
A4-B2-0011,Life and times of Frederick Douglass,Frederick Douglass,1881,Biography & Autobiography,History,5,2,8/23/2024,4.87,1,14.83,en,678,5.4,1.1,8.4,A4,B2,11
A4-B2-0012,The complete economy of human life,Robert Dodsley,1750,Self-Help,Non-Fiction,6,1,12/21/2024,,,23.95,en,18,6.14,0.25,9.21,A4,B2,12
A4-B2-0013,The complete poetical works,Robert Burns,1786,Poetry,Children's,6,3,7/7/2024,4.72,2,12.95,en,559,5.55,1.3,8.66,A4,B2,13
A4-B2-0014,A Tangled Tale,Lewis Carroll,1881,Science Fiction,Fiction,5,6,7/3/2024,4.35,4,112,en,110,5.42,0.64,7.99,A4,B2,14
A4-B2-0015,Libro de buen amor,Juan Ruiz,1900,Poetry,Humanities,5,3,11/6/2024,4.75,2,7.6,es,376,4.33,1.38,7.09,A4,B2,15
A4-B2-0016,The story of the other wise man,Henry van Dyke,1895,Religion & Spirituality,Children's,5,3,5/17/2024,4.76,2,4.29,en,72,6,0.13,9,A4,B2,16
A4-B2-0017,Sleeping Murder,Agatha Christie,1940,Crime/Thriller,Fiction,5,19,9/11/2024,4.68,12,9.99,en,308,6.03,1.32,6.44,A4,B2,17
A4-B2-0018,The Exorcist,William Peter Blatty,1971,Horror,Fiction,5,102,4/15/2024,4.65,74,0.99,en,134,6.43,0.77,8.88,A4,B2,18
A4-B2-0019,The Circular Staircase,Mary Roberts Rinehart,1908,Crime/Thriller,Fiction,6,3,11/8/2024,3.75,3,5.25,en,386,6.43,1.55,9.24,A4,B2,19
A4-B2-0020,Cranford,Elizabeth Cleghorn Gaskell,1853,Drama,Fiction,6,5,6/28/2024,4.18,4,0.99,en,132,6.6,0.54,8.45,A4,B2,20
A4-B2-0021,The American,Henry James,1877,Drama,Fiction,5,7,8/7/2024,4.18,7,10,en,262,7.75,1,5.1,A4,B2,21
A4-B2-0022,Sapiens: A Brief History of Humankind,Yuval Noah Harari,2011,History,Non-Fiction,2,856,11/11/2024,4.64,1418,0.99,en,403,6.34,1.6,7.74,A4,B2,22
A4-B2-0023,Three guineas,Virginia Woolf,1938,History,Humanities,5,7,11/18/2024,4.37,4,9.99,en,208,5.31,0.45,8,A4,B2,23
A4-B2-0024,"Farewell, Nikola!",Guy Boothby,1901,Novels,Fiction,5,2,8/13/2024,,,,en,210,5.42,0.74,8.27,A4,B2,24
A4-B2-0025,Γοργίας ,Platon,1827,Philosophy,Humanities,6,1,12/21/2024,,,,el,176,6.5,2,9.25,A4,B2,25
A4-B2-0026,"The octopus, a story of California",Frank Norris,1901,Crime/Thriller,Fiction,5,3,1/15/2025,4.37,2,8.9,en,488,6,0.87,9,A4,B2,26
A4-B2-0027,Charlotte's Web,E. B. White,1952,Fantasy,Children,5,1,11/29/2024,,,,en,129,5.12,0.38,7.62,A4,B2,27
A4-B2-0028,Heroides,Ovid,1502,Poetry,Humanities,4,8,10/14/2024,4.56,5,16.06,en,190,7.77,0.7,5.05,A4,B2,28
A4-B2-0029,The Defendant,Gilbert Keith Chesterton,1901,History,Non-Fiction,5,3,10/5/2024,4.41,2,0.99,en,188,5.93,0.79,8.33,A4,B2,29
A4-B2-0030,Sobranie sochinenii v dvadtsati dvukh tomakh,Leo Tolstoy,1882,Religion & Spirituality,Humanities,5,1,2/17/2025,,,250,en,530,6.59,1.83,6.63,A4,B2,30
A4-B2-0031,Ten Days That Shook the World,John Reed,1919,History,Non-Fiction,5,2,8/30/2024,4.45,2,12.99,en,244,5.06,0.82,7.76,A4,B2,31
A4-B2-0032,Comus,John Milton,1738,Poetry,Fiction,5,2,2/4/2025,4.17,1,307,en,68,4.25,0.25,6.88,A4,B2,32
A4-B2-0033,The Return of the King,J.R.R. Tolkien,1950,Fantasy,Fiction,6,60,11/29/2024,4.97,42,0.99,en,416,4.92,0.37,9.06,A4,B2,33
A4-B2-0034,The Vicomte of Bragelonne,Alexandre Dumas,1857,Historical Fiction,Fiction,5,1,1/26/2025,,,13.2,en,778,5.27,2.73,8.04,A4,B2,34
A4-B2-0035,The Invisible Man,H. G. Wells,1897,Science Fiction,Fiction,7,1,11/13/2024,,,,en,310,6.16,1.28,7.51,A4,B2,35
A4-B2-0036,"The adventures of Captain Bonneville, U.S.A.",Washington Irving,1800,Biography & Autobiography,Fiction,5,5,12/2/2024,4.39,3,0.99,en,298,5.25,1.35,8.25,A4,B2,36
A4-B2-0037,Mister President,Miguel Ãngel Asturias,1948,Drama,Fiction,4,3,10/9/2024,4.64,2,16.57,en,1198,5.1,0.54,7.7,A4,B2,37
A4-B2-0038,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,1960,Drama,Fiction,5,1,4/30/2024,,,,en,343,5.3,0.55,8,A4,B2,38
A4-B2-0039,"Ungava, a tale of the Esquimaux land",Robert Michael Ballantyne,1800,Adventure,Young Adult,5,3,3/17/2024,4.25,3,,en,316,6.21,1.24,6.2,A4,B2,39
A4-B2-0040,"The life of Olaudah Equiano, or Gustavus Vassa, the African",Olaudah Equiano,1789,Biography & Autobiography,Non-Fiction,7,5,5/10/2024,4.67,5,5.45,en,282,6,0.36,9,A4,B2,40
A4-B2-0041,Atomic Habits,James Clear,2018,Self-Help,Non-Fiction,4,1472,4/17/2024,4.82,1366,13.79,en,234,5.33,1.08,7.25,A4,B2,41
A4-B2-0042,The Fault in Our Stars,John Green,2012,Romance,Young Adult (YA),8,1059,8/19/2024,4.62,1617,9.09,en,318,5.4,1.1,8.2,A4,B2,42
A4-B2-0043,Vom Kriege,Carl von Clausewitz,1835,History,Non-Fiction,6,1,6/30/2024,4.59,1,4.95,en,404,5.78,1.55,9.9,A4,B2,43
A4-B2-0044,Two Gentlemen of Verona,William Shakespeare,1632,Drama,Fiction,6,3,11/20/2024,4.38,3,14.95,en,76,5.1,0.75,7.7,A4,B2,44
A4-B2-0045,The Labours of Hercules,Agatha Christie,1947,Crime/Thriller,Fiction,5,12,9/18/2024,4.43,8,15.19,en,255,5.99,0.94,7.36,A4,B2,45
A4-B2-0046,Hallowe'en Party,Agatha Christie,1969,Crime/Thriller,Fiction,4,45,6/18/2024,4.33,36,10.99,en,260,6.14,0.88,8.98,A4,B2,46
A4-B2-0047,"The sketch-book of Geoffrey Crayon, Esq",Washington Irving,1819,Fantasy,Fiction,6,1,5/20/2024,5,1,15.99,en,370,5.82,1.28,7.54,A4,B2,47
A4-B2-0048,Lun yu,Confucius,1750,Philosophy,Humanities,5,1,7/15/2024,4.79,1,18.48,cn,249,7.99,0.5,5.38,A4,B2,48
A4-B2-0049,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000,Adventure,Fiction,3,56,9/21/2024,4.53,52,0.99,en,2,5.87,0.16,7.58,A4,B2,49
A4-B2-0050,Bushidō,Inazo Nitobe,1899,History,Humanities,6,6,10/9/2024,4.76,4,13.49,en,305,5.3,0.8,7.6,A4,B2,50
A4-B2-0051,El filibusterismo,José Rizal,1900,Satire,Fiction,5,3,12/9/2024,4.75,3,17.36,en,361,5.14,1.48,9.19,A4,B2,51
A4-B2-0052,Strong Poison,Dorothy L. Sayers,1930,Crime/Thriller,Fiction,5,1,6/10/2024,,,,en,233,5.75,1.09,8.05,A4,B2,52
A4-B2-0053,The King in Yellow,Robert W. Chambers,1895,Horror,Fiction,7,6,8/18/2024,4.61,6,6.99,en,160,6.38,0.71,8.34,A4,B2,53
A4-B2-0054,The Brass Bowl,Louis Joseph Vance,1900,History,Fiction,5,2,11/18/2024,3.79,1,12.99,en,298,5.39,1.29,6.2,A4,B2,54
A4-B2-0055,La porte eÌtroite,AndreÌ Gide,1907,Romance,Fiction,4,3,7/26/2024,3.97,2,12.99,fr,124,5.51,0.29,7.87,A4,B2,55
A4-B2-0056,Hidden Figures, Margot Lee Shetterly,2016,Biography & Autobiography,Young Adult (YA),6,116,4/18/2024,4.41,78,9.99,en,384,5.31,0.83,8,A4,B2,56
A4-B2-0057,Penrod,Booth Tarkington,1914,Comedy,Fiction,4,2,11/26/2024,4.37,1,0.99,en,202,6,0.52,9,A4,B2,57
A4-B2-0058,The guide of the perplexed of Maimonides,Moses Maimonides,1473,Religion & Spirituality,Humanities,5,3,3/27/2024,5,2,,en,652,10.31,1.77,7.44,A4,B2,58
A4-B2-0059,The Adventures of Tom Sawyer,Mark Twain,1817,Adventure,Children,8,1,2/3/2025,4.77,1,8.97,en,269,6,0.68,9,A4,B2,59
A4-B2-0060,Behind that curtain,Earl Derr Biggers,1928,Crime/Thriller,Fiction,5,1,9/29/2024,4.65,1,8.95,en,610,5.45,2.11,8.63,A4,B2,60
A4-B2-0061,The Common Law,Robert W. Chambers,1911,Drama,Fiction,5,3,9/28/2024,4.04,2,9.99,en,486,6.12,1.71,7.03,A4,B2,61
A4-B2-0062,Henri Matisse,Henri Matisse,1920,History,Humanities,5,5,7/28/2024,4.86,4,15.68,en,793,9,1.3,10.5,A4,B2,62
A4-B2-0063,Discovering Classical Music,Ian Christians,1991,History,Humanities,5,2,7/18/2024,,,,en,153,6.55,0.84,7.4,A4,B2,63
A4-B2-0064,Os Lusíadas,Luís de Camões,1572,Poetry,Fiction,6,2,6/18/2024,4.56,1,10.24,br,236,5.86,0.83,7.89,A4,B2,64
A4-B2-0066,Constitución Política,Mexico.,1917,History,Non-Fiction,5,3,10/11/2024,5,2,,es,658,8.5,0.6,11,A4,B2,66
A4-B2-0067,Pan,Knut Hamsun,1900,Adventure,Fiction,5,7,1/27/2025,4.53,4,14.99,en,197,5.09,0.44,7.76,A4,B2,67
A4-B2-0068,Das Schloß,Franz Kafka,1926,Novels,Fiction,5,5,5/15/2024,2.08,3,10.66,de,352,6,0.6,9,A4,B2,68
A4-B2-0069,Sanditon,Jane Austen,1925,Romance,Fiction,4,4,12/15/2024,4.46,3,11.29,en,142,5.25,0.7,8,A4,B2,69
A4-B2-0070,Angels & Demons,Dan Brown,2000,Crime/Thriller,Fiction,3,353,11/5/2024,4.56,225,0.99,en,445,6.17,1.65,8.26,A4,B2,70
A4-B2-0071,Beric the Briton,G. A. Henty,1892,Adventure,Children,6,1,4/26/2024,,,11.99,en,302,5.87,1.29,9.88,A4,B2,71
A4-B2-0072,The Man Who Was Thursday,Gilbert Keith Chesterton,1908,Crime/Thriller,Fiction,7,17,7/14/2024,4.14,10,12.97,en,134,6,0.24,9,A4,B2,72
A4-B2-0073,Autobiography,Benjamin Franklin,1791,Biography & Autobiography,Non-Fiction,7,65,9/6/2024,4.42,43,178,en,418,6,0.31,9,A4,B2,73
A4-B2-0074,The Adventures of Gerard,Arthur Conan Doyle,1902,Adventure,Fiction,5,6,3/12/2024,4.48,4,0.99,en,460,5,1.2,8,A4,B2,74
A4-B2-0075,Elegiae,Sextus Propertius,1780,Poetry,Humanities,6,1,10/5/2024,,,12.16,en,602,6.92,2,8.54,A4,B2,75
A4-B2-0076,The Twits,Roald Dahl,1967,Comedy,Children,5,35,5/10/2024,4.67,22,6.99,en,100,5.06,0.31,7.75,A4,B2,76
A4-B3-0001,Harry Potter and the Philosopher's Stone,J. K. Rowling,1997,Fantasy,Children,6,1021,11/16/2024,4.85,1339,0.99,sr,332,7,1.22,8.87,A4,B3,1
A4-B3-0002,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,2005,History,Non-Fiction,6,53,2/17/2025,4.52,34,0.99,en,624,7,1.98,7.85,A4,B3,2
A4-B3-0003,Tom Sawyer Abroad,Mark Twain,1894,Adventure,Children,6,1,4/19/2024,4.75,1,23.99,en,135,5.08,0.39,7.8,A4,B3,3
A4-B3-0004,The Stand,Stephen King,1978,Horror,Fiction,5,725,8/13/2024,4.65,528,0.99,en,836,6.45,2.8,7.29,A4,B3,4
A4-B3-0005,The Green Mile,Stephen King,1996,Horror,Fiction,4,206,1/5/2025,4.86,138,0.99,en,512,6.14,1.9,6.2,A4,B3,5
A4-B3-0006,"An history of the earth, and animated nature",Oliver Goldsmith,1774,History,Reference,5,1,12/14/2024,,,31.95,en,476,6.14,1.34,9.21,A4,B3,6
A4-B3-0007,Democracy,Henry Adams,1880,Historical Fiction,Fiction,5,9,5/2/2024,4.45,9,13.3,en,382,5.08,0.52,7.76,A4,B3,7
A4-B3-0008,Good to Great: Why Some Companies Make the Leap... and Others Don't,Jim Collins,2001,Economics & Business,Non-Fiction,6,130,11/15/2024,4.53,90,0.99,en,324,6.26,1.35,9.1,A4,B3,8
A4-B3-0009,Peter Pan,J. M. Barrie,1911,Fantasy,Children,7,1,1/23/2025,4.85,1,29.96,en,207,6,0.35,9,A4,B3,9
A4-B3-0010,Poems,Samuel Taylor Coleridge,1796,Poetry,Humanities,5,3,1/31/2025,4.72,2,18.21,en,546,5.13,1.12,7.76,A4,B3,10
A4-B3-0011,"Remains, historical & literary, connected with the palatine counties of Lancaster and Chester",Chetham Society,1844,History,Reference,5,1,8/5/2024,,,,en,266,6.69,1.19,8.77,A4,B3,11
A4-B3-0012,Moments of vision,Thomas Hardy,1889,Poetry,Fiction,6,7,5/3/2024,4.76,7,5.99,en,210,6.32,0.78,8.65,A4,B3,12
A4-B3-0013,Anne of Ingleside,Lucy Maud Montgomery,1939,Novels,Children,6,5,9/18/2024,4.73,4,0.99,en,285,6.14,1.02,6.96,A4,B3,13
A4-B3-0014,Swan Song (Forsyte Chronicles),John Galsworthy,1928,Novels,Fiction,5,5,12/21/2024,4.63,4,0.99,en,314,5.95,1.34,8.42,A4,B3,14
A4-B3-0015,The Arabian Nights Entertainments,Andrew Lang,1898,Medicine & Health,Non-Fiction,5,4,10/29/2024,4.28,3,14.16,en,977,5.3,3.06,9.9,A4,B3,15
A4-B3-0016,Cyropaedia,Xenophon,1527,History,Humanities,5,9,5/1/2024,4.73,9,,en,276,4.25,1,6.37,A4,B3,16
A4-B3-0017,Interview With the Vampire,Anne Rice,1976,Horror,Fiction,4,109,7/29/2024,4.59,90,0.99,en,356,4.97,1.27,7.76,A4,B3,17
A4-B3-0018,An Investigation of the Laws of Thought (Barnes & Noble),George Boole,1854,Science,Reference,4,7,11/27/2024,4.39,7,9.14,en,464,6,0.76,9,A4,B3,18
A4-B3-0019,Death in the Clouds,Agatha Christie,1935,Crime/Thriller,Fiction,5,46,10/18/2024,4.53,33,5.56,en,188,5.3,0.82,7.09,A4,B3,19
A4-B3-0020,Our Mutual Friend,Charles Dickens,1800,Drama,Fiction,6,17,12/16/2024,4.42,11,12.99,en,626,6.21,2,8.32,A4,B3,20
A4-B3-0021,Tartuffe,Molière,1707,Comedy,Fiction,5,6,4/11/2024,4.63,4,8.31,en,184,5.31,0.43,8,A4,B3,21
A4-B3-0022,Tusculanae disputationes,Cicero,1539,History,Humanities,5,3,8/7/2024,4.64,2,7.5,en,252,5.9,0.86,8.2,A4,B3,22
A4-B3-0023,Seven keys to Baldpate,Earl Derr Biggers,1913,Crime/Thriller,Fiction,6,2,8/18/2024,3.94,1,1.97,en,436,6.4,1.55,6.83,A4,B3,23
A4-B3-0024,"Antonina, or, The fall of Rome",Wilkie Collins,1850,History,Fiction,5,8,8/27/2024,2.56,6,20.39,en,348,5.73,1.15,7.98,A4,B3,24
A4-B3-0025,Chasing Space, Leland Melvin,2017,Biography & Autobiography,Young Adult (YA),9,3,1/8/2025,4.88,2,6.99,en,256,6,0.6,9,A4,B3,25
A4-B3-0026,Precaution,James Fenimore Cooper,1800,Novels,Fiction,5,3,6/23/2024,3.77,2,10.99,en,316,5.19,1.32,8.47,A4,B3,26
A4-B3-0027,Dracula,Bram Stoker,1897,Horror,Fiction,8,15,1/24/2025,4.63,10,15.26,en,336,6.33,1.34,9.05,A4,B3,27
A4-B3-0028,Pictures from Italy,Charles Dickens,1846,Biography & Autobiography,Non-Fiction,5,3,3/25/2024,4.27,2,19,en,326,7.8,0.65,5.05,A4,B3,28
A4-B3-0029,The World Set Free,H. G. Wells,1914,Science Fiction,Fiction,6,2,6/3/2024,3.88,1,5.99,en,314,6,0.33,9,A4,B3,29
A4-B3-0030,Mein Kampf,Adolf Hitler,1922,Biography & Autobiography,History,5,19,7/12/2024,4.46,12,1.99,en,522,5.39,1.1,8.31,A4,B3,30
A4-B3-0031,A Portrait of the Artist as a Young Man,James Joyce,1818,Drama,Fiction,7,13,7/5/2024,4.13,9,8.99,en,276,5.07,0.81,7.75,A4,B3,31
A4-B3-0032,affaire Lerouge,Émile Gaboriau,1981,,,5,5,10/12/2024,4.03,3,12.99,fr,208,5.67,0.86,6.59,A4,B3,32
A4-B3-0033,Bonjour tristesse,Françoise Sagan,1954,Drama,Fiction,4,2,6/19/2024,4.63,2,13.6,en,134,5,0.35,7.12,A4,B3,33
A4-B3-0034,Vies des dames galantes,Pierre de Bourdeille,1722,Biography & Autobiography,Humanities,5,1,7/17/2024,5,1,,en,632,6.03,2.06,6.76,A4,B3,34
A4-B3-0035,Circulaire au clergé,Catholic Church. Archdiocese of Quebec. Archbishop (1870-1898 : Taschereau),1985,Religion & Spirituality,Non-Fiction,4,1,4/9/2024,,,15.99,fr,16,5.63,0.21,8.49,A4,B3,35
